,Channel_Id,Description,Category
195,UCwaeFllsuO4uIfVl1HGIGtw,"Dhaaked Review - Hey,this is Avinash shakya and welcome my youtube  channel dhaaked review . Here You will find a lot of video related Movie review.",Cine Review
196,UCYX-xhDbkwdTpAgkFIOyTzg,"5ocial - Welcome to 5ocial! We make videos about everything you need to know.  Be it a trending topic or long lost chapter from a history book, we plan to bring you the crux of it on our visually dynamic platform. So let us know what you want to know!   Like. Subscribe. Share",Cine Review
197,UCaOzbdiMLMxdrfUcJL4Ic9A,"Team Toxic YT - About :  Official TEAM TOXIC YT Channel  TOXIC means dangerous names like Venom , Scorpion etc... Tamizhan (தமிழ்) Gaming Channel  LIKE . SHARE . SUBSCRIBE  KEEP SUPPORTING US  FOR ENTERTAINMENT, TRICK AND TIPS ! Follow us on Instagram : @_team_toxic_yt   Rules :  Do not bully others Respect everyone  Respect the words of Mods and Owner . Saying inappropriate stuff will lead to a ban in the channel .  Specs :  PS4 - Slim 1tb CPU - Ryzen 3600x GPU - Galax 1660 Motherboard - Asrock b450 RAM - 16gb  SMPS - 500wt HDD- Seagate 1tb SSD- 120gb  Monitor - Acer 165 hz  Keyboard - Quantum QHM9800 Mouse - Logitech G102  Headphone - ReadGear Cosmo 7.1   ",Gaming
198,UCZ6eAf3-BRO9qOe7At_Z3-w,"GamingTurtles தமிழ் - வணக்கம் மக்களே இது உங்கள் GamingTurtles தமிழ் ❤️   It's Me Monis a.k.a Aamai  Gpay : +91 6374 079 771  ""I Am Not A Player, I Am A Gamer"" ""Living In My Own Reality""                       Console      -    Sony PlayStation 5 Controller   -    Dual Sense Streaming Software : OBS Studio                        PSN ID         -    monis_2460 EPIC ID        -   Contact Us : damaaldumeelgamers@gmail.com  Milestones : ▶ 1,000 Subscribers       -     April 30, 2021 ▶ Channel Monetized     -    August 11, 2021  ",Gaming
199,UCr8TgaDtyXXqqtgLNi0kz_g,"Jithin Plays - Hi everyone myself JITHIN. Regular gamer (Tamil gaming gang). Here you can enjoy all type of story mode games, AAA games, Indie games, fun mobile games and I will be also reacting to meme and anime.  LIKE!!! SHARE!!! SUBSCRIBE!!! ",Gaming
200,UCdXMBhGjJ6DcvVuKpge8u2Q,"Reaper Gaming-தமிழ் - Hi Guys , This is reaper gaming . I do story games and multiplayer games with mixed commentary style .  Gaming is my passion , Live let live .  Specifications  PROCESSOR     - Ryzen 5 3600 RAM                    - 8*2 - 16 GB Corsair Vengeance HARD DISK       - WD 2 TB SSD                     - 240 GB GPU                    - Gtx 1050ti SMPS                 - 700W 1st MONITOR   - LG 15 inch  2nd MONITOR  - Benq 21 inch HEADPHONES - Cosmic Byte B450 STREAMING     - Streamlabs OBS  INTERNET         - BSNL FTTQ rs.1000  Streaming PC  PROCESSOR  - AMD athlon 3000g ( Vega ) RAM                - 4*2 - 8 GB SSD                 - 240 GB MO.BOARD    - Asrock A320M CABINET        - Silverstone PS15W-G SMPS              - Coolermaster MWE 450 bronze   IDs  PSN ID   : Reaper_WOLF27 EPIC ID  : Manish3027 MAIL ID : manishdoosan42@gmail.com  May the force be with you ;-)  ",Gaming
201,UCQeLeThB5_-egnrMPbFvylQ,Top2Gamers - Welcome Gamers  Everything is easy if you are crazy  Contact us:  harishias55@gmail.com   Follow Us On official Instagram page:   @Top2Gamers07    ,Gaming
202,UCZpNhlHpFp5geTEtoIlKFpA,PVS GAMING  - ,Gaming
203,UC_oCw5PLyGQEJvRtlkjwS6A,Gaming Tamizhan - Solrathuku Onnum ila Ithu 10 Min Fun Panra Channel Avlo Than,Gaming
204,UCCPWi_OwWMR5JTiujn7v-7g,Tamil Gaming தமிழ் கேமிங் - வணக்கம் இது தமிழ் கேமிங் நாங்கள் விவேக் மற்றும் பிரேம் Hi this is Tamil Gaming We are Vivek and Prem. we do Gameplay Commentary in Tamil Language.  Subscribe to enjoy more Tamil Gaming Videos because Gaming sounds Good in Tamil  TamilGaming youtube channel by Janu Vivek Prem ,Gaming
205,UCTmn6ACsTufVCG7jxNRFc1w,DK THUNDER YT - தமிழ் - ,Gaming
206,UCZS-o-SDElQ8ymDYGF7mW7Q,"NewtSP - Hi... My name is Sindhuja Poorni. You'd better call me by my game name, NewtSP(pronounced ""NEWT-S-P"")  Gamer and Content Creator here. Trying my best to create awesome contents.  Do subscribe to my channel and extend your support.  PEACE.☮️",Gaming
207,UCPcCQgsvfQEohAVMbqC0fJA,GAMING SPARROW TAMIL - The largest family in the world🔥: #Gst Family🏴‍☠️  ❤ Hello Gamers! Welcome To My Gaming Channel. I upload Gaming Related Video Every Day on This YouTube Channel. I Make Video About Garena Free Fire Tips & Tricks Only Guys !   INSTAGRAM : gamingsparrow_Official PERSONAL INSTAGRAM : jay_agash BOOYAH : 51177313                                ❗IMPORTANT : I'M SKIN TOOL USER....  ❤SAVE : YOU'R MONEY 💸 ,Gaming
208,UCV_t3QMsbn74bcGN9IN_vhw,"Tamil Nitro Gaming - HELLO MY DEAR CHELLAKUTTY  THIS OUR OFFICIAL CHANNEL  HERE YOU WILL SEE GAMEPLAY,ENTERMINT VIDEO AND SUBSCRIBE FOR AWESOME CONTENT. ABOUT ME:                      PC PLAYER                      OFFICIAL BOOYAH STREAMER                      BOOYAH ID :66330917                      TN ONE TAP KING                      PROFFESION GAMING                      PARTNERD WITH BOOYAH  TO CONTACT ME:                           tamilnitrogaming100@gmail.com    THANK YOU FOR YOUR LOVE AND SUPPORT ",Gaming
209,UCNI-CMO2XdxlxAfaYyv-feQ,Tamil Tubers - Mostly Gaming videos of Free Fire.  Do Subscribe Us For Interesting and Useful Videos.  To Contact us:- tubers.tamil@gmail.com  Subscribers Reach Date:- 1K - 14.09.2019 10K - 20.01.2020 25K - 29.03.2020 50K - 20.05.2020 100K - 27.06.2020 200K - 23.09.2020 300K - 29.05.2021 400K - 09.09.2021 500K - 19.01.2022 ,Gaming
210,UC42E8HELpSuR_qo9zq8lnoA,Tamil gameplay - Vanakam makkale  This is my gaming channel  Here you can see different gameplays and walkthrough  Follow me on Instagram to never ever miss any of my updates ,Gaming
211,UCud7vZTzT7eASCLjrr8-WIQ,"VILLAGE GAMING - All about free fire tips and tricks,event video's, Best channel for free fire players I'm doing daily live stream on booyah app join booyah with me to get rewards. live time  11am - 2pm. We are conducting entry free solo, squad, clash squad tournament for followers. Follow me on booyah link below   LIKE,SUBSCRIBE AND SHARE😊🙏  For business contact: vvillagegaming@gmail.com  FOLLOW ME",Gaming
212,UCQJzxSvHKxZvK-zbosTIYHQ,HIT TAMIZHA GAMING - ANY BUSINESS & PROMOTION & SPONSORS & DONATION AND ANY ENQUIRY  CONTACT EMAIL ADDRESS  ᴄᴏɴᴛᴀᴄᴛ : s.dineshyuva@gmail.com,Gaming
213,UCSA8e9rP3qzxlGIzoDrlc0A,vasanth தமிழ் gaming - வணக்கம்!!✌✌  LIKE!👍  SHARE!📲  SUBSCRIBE!🔔  THANKS TO  ALL LOVELY  SUBSCRIBERS!✌😀  FOR IMPORTANT MESSAGES:-vasanthtamilgamerads@gmail.com,Gaming
214,UCGdxllaj8mcD2qfSecOmkdw,Vedapu Gaming - Va pa sonaya video pathutu po..,Gaming
215,UCGvLX99bTS03VdN7H6lUWyQ,Back To Gaming -                   Hi Hello                  Welcome                Game: free fire         (Garena Free Fire) India                *Tamil Nadu*  ⚡Tips and tricks explain in                      Tamil💯                BackToGaming                  (Love u all❤️ ,Gaming
216,UCYAPraFEJex0UtiWiltZkIA,PVS ARMY - EMAIL: pvsgamingofficial@gmail.com,Gaming
217,UCaJNqbOPty1vpUeO_Qsm04Q,"TELUGU GAMING FF - Hello Freefire Lovers, This is Dhanunjay   Thank you for checking out!! ☺️  Here you will get best more entertaining videos of free fire,  Please SUBSCRIBE to Telugu gaming ff, Thanks  ",Gaming
218,UCl1s4izms5LbnddYTJnTpqA,"Telugudost Gaming - THIS IS SUDHEER  A PERFECT GAMER IN TELUGU (WHO PLAYS ALL KINDS OF GAMES ) . MY MAIN MOTIVE IS TO ENTERTAIN  PEOPLE WITH MY GAMEPLAY AND MAKE THEIR DAY HAPPIER.  ( 𝚃𝚁𝙴𝙽𝙳 𝙵𝙾𝙻𝙻𝙾𝚆 AVVANU , 𝚃𝚁𝙴𝙽𝙳 𝚂𝙴𝚃 CHESTA )  SO, FRIENDS, YOU NEED ENTERTAINMENT WITH GAMES, YOU CAN WATCH MY VIDEOS & MAKE YOUR LITTLE BIT MOMENT HAPPY  Email: workfordost+tdg@gmail.com ------------------------------------------------------------------------------ FOLLOW ME ON .. ☆Discord  ► https://discord.gg/YhKbm9K​ ☆Instagram ► https://www.instagram.com/sudheermiriyalkar/ ☆Facebook ► https://www.facebook.com/telugudost004/​ ☆Twitter ► https://twitter.com/telugudost004 ☆ For bright knowledge ► https://www.youtube.com/telugudost ",Gaming
219,UC9p7jJPFcdKS5pVZtB4oSnw,"Munna bhai gaming - Hello everybody 👋  This is Munna Bhai Gaming, professional gaming channel 🎮 Here you will see my Highlights and Full Gameplays of the game Garena Free Fire  I'am a professional Battle Royale Player and Streamer. I do my best to record all games and that's all enjoy watching.  Don't Forget to like,share and subscribe to our channel. Join us now to receive our new videos. Press the bell icon 🔔 and never miss any update.  ★If you have a Question feel free to hit me up on my Instagram or For Business inquiry, promotion or Any Gaming Related - Advertising / Sponsorship you can contact me via my mail id.  ★Contact Us: Business Email: mbgytbbusiness@saito.in  ★Tags: #MBG #MUNNABHAI #MUNNABHAIGAMING  Fully Indian Gamer With Telugu Commentary.  జై హింద్ ,వందేమాతరం     Thank You",Gaming
220,UCp66MXNrv5fNZjmSKhBlyrg,TG RAMESH - ,Gaming
221,UCqHi0xC7g7XA3olGy9q-0Yg,Mr pavan - Hello frds  I am MrPavan Hope u guys are enjoying my channel  #Thanks you for your LOVE and SUPPORT 🥰       Follow me On FACEBOOK and INSTAGRAM for more AWESOME content    Mail me :-  mrpavanff@gmail.com ,Gaming
222,UCTCSDXREnEAWFNDTLsE8v8w,"Sidhu Gaming FF - I Love My Subscribers❤️   Hii Everyone 👋  My Name Is Sidhu❤️[ TPG SIDHU]                & 100K Ki Appudu Reach Avtham Anukuntunnaru ?🙃 Reach Avvalante Andharu Subscribe Cheyyali...       Channel lo Game Play Choodandi Nachithey Subscribe Cheyyatam Marchipokandi MOWA...   -----)IF YOU'RE NEW TO OUR CHANNEL PLEASE DON'T FORGET TO LIKE , SHARE AND SUBSCRIBE TO OUR CHANNEL🥺❤️🥺🥺 . . 🆔MY FREEFIRE GAME UID: 419222650  IGN:- TPG SIDHU   PLEASE KEEP SUPPORTING TO OUR CHANNEL 💗💗  Thumbnail Editor Insta Name:-angry_gfx_52  Telugu Mobile Editor 🔥    🙃mail me for business queries at :- callmefreefire7201@gmail.com ",Gaming
223,UCrENspJWlbRAPsaVdJQr0rA,"Telugu Gaming Zone - TELUGU GAMING ZONE is a Gaming Channel where you will get Live Streams from Best Players of India and Many More.  We Made Videos on :  - Professional Gameplay Videos - Tips and Tricks Videos - Live Streaming with Facecam - News and Updates - Funny Moments  Channel Owner ""JYOTHIKRISHNA"" Thanks for Visiting    For Advertising / Sponsorship or any other business related enquiries you can contact me via my mail id MAIL ID:businesswithtgz@saito.in I do not provide tech support over e-mail  జై హింద్ ,వందేమాతరం     Thank You",Gaming
224,UC1p3vOfxWjIXVQ5UUE7KpxA,TGZ VAMSI - TGZ VAMSI,Gaming
225,UCczxubEt1vQ_YBeAhafCxVw,"Dhanush FF Gamer - Hello Prendsss 👋 This is Dhanush FF Gamer , professional gaming channel 🎮😅🥰 Here you will see my Highlights and Full Gameplays of the game Garena Free Fire  I'am a professional Battle Royale Player and Streamer. I do my best to record all games and that's all enjoy watching.  Don't Forget to like,share and subscribe to our channel. Join us now to receive our new videos. Press the bell icon 🔔 and never miss any update.  💖 If you have a Question feel free to hit me up on my Instagram or For Business inquiry, promotion or Any Gaming Related - Advertising / Sponsorship you can contact me via my mail id.  💖Contact Us: Business Email: dfgbranding04@gamil.com Donate: Paytm.No- 7975357329  💖Tags: #DFG #DHANUSHFF #DHANUSHFFGAMER  Fully Indian Gamer With Telugu Commentary.  జై హింద్ ,వందేమాతరం     Thank You ",Gaming
226,UCPHCJmcAJHiXuQp434I5UZQ,"Telugu Gamer - Hello Guys, I am Ramesh Babu AKA Telugu Gamer  TG I am youtuber / Streamer / Entertainer. I stream  BattleGrounds Mobile India (BGMI) regularly.  I started playing PUBG Mobile since season 1 and have been streaming for last 3+ years. I also played , GTA 5, God Of War, Pacify.  Thank you everyone for supporting me to reach 500k+ subscribers. Edho okaroju 1 million subscribers reach avvalani na korika. Please support me, encourage me and do not forget to subscribe to the channel.  My social media handles:  Follow me in instagram for more fun: telugugameryt  https://instagram.com/telugugameryt ",Gaming
